adm3_name,adm3_name1,adm3_name2,adm3_name3,adm3_pcode,adm2_name,adm2_name1,adm2_name2,adm2_name3,adm2_pcode,adm1_name,adm1_name1,adm1_name2,adm1_name3,adm1_pcode,adm0_name,adm0_name1,adm0_name2,adm0_name3,adm0_pcode,valid_on,valid_to,area_sqkm,version,lang,lang1,lang2,lang3,adm3_ref_name,center_lat,center_lon
Pirgachha,,,,BD55850073,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,264.305075,v03,en,,,,,25.66502233,89.422271
Pirganj,,,,BD55850076,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,411.9744911,v03,en,,,,,25.42579893,89.27470198
Rangpur Sadar,,,,BD55850049,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,137.9133044,v03,en,,,,,25.75121974,89.15060773
Taraganj,,,,BD55850092,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,129.1689173,v03,en,,,,,25.78336557,89.03331225
Baliadangi,,,,BD55940008,Thakurgaon,,,,BD5594,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,280.3527402,v03,en,,,,,26.10819674,88.2634769
Haripur,,,,BD55940051,Thakurgaon,,,,BD5594,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,200.0552609,v03,en,,,,,25.87881874,88.15452214
Pirganj,,,,BD55940082,Thakurgaon,,,,BD5594,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,353.6330329,v03,en,,,,,25.84245298,88.36790187
Ranishankail,,,,BD55940086,Thakurgaon,,,,BD5594,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,291.0239968,v03,en,,,,,25.94076753,88.24587287
Thakurgaon Sadar,,,,BD55940094,Thakurgaon,,,,BD5594,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,680.55992,v03,en,,,,,26.07173216,88.46375411
Ajmiriganj,,,,BD60360002,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,179.5917332,v03,en,,,,,24.55351135,91.28139364
Bahubal,,,,BD60360005,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,263.7759897,v03,en,,,,,24.36138845,91.54463994
Baniachong,,,,BD60360011,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,514.1114011,v03,en,,,,,24.49883031,91.36685634
Chunarughat,,,,BD60360026,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,504.0493345,v03,en,,,,,24.18000387,91.51582163
Habiganj Sadar,,,,BD60360044,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,188.6012061,v03,en,,,,,24.35093059,91.41578016
Lakhai,,,,BD60360068,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,191.1646621,v03,en,,,,,24.29851486,91.26089226
Madhabpur,,,,BD60360071,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,280.4598223,v03,en,,,,,24.12035765,91.33739435
Nabiganj,,,,BD60360077,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,441.48532,v03,en,,,,,24.57071941,91.54818498
Shayestaganj,,,,BD60360087,Habiganj,,,,BD6036,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,47.4579069,v03,en,,,,,24.27497717,91.40681882
Baralekha,,,,BD60580014,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,384.4601943,v03,en,,,,,24.70854578,92.17635211
Juri,,,,BD60580035,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,245.2314674,v03,en,,,,,24.55392188,92.14517559
Kamalganj,,,,BD60580056,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,417.210654,v03,en,,,,,24.31685165,91.86015204
Kulaura,,,,BD60580065,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,502.4984411,v03,en,,,,,24.48996524,92.01511303
Moulvibazar Sadar,,,,BD60580074,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,345.2958259,v03,en,,,,,24.4993968,91.71316807
Rajnagar,,,,BD60580080,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,347.2540841,v03,en,,,,,24.56522658,91.86352334
Sreemangal,,,,BD60580083,Moulvibazar,,,,BD6058,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,431.5583528,v03,en,,,,,24.30220515,91.69901682
Bishwambharpur,,,,BD60900018,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,190.001244,v03,en,,,,,25.10888415,91.31523834
Chhatak,,,,BD60900023,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,438.9862808,v03,en,,,,,24.94892153,91.61454158
Derai,,,,BD60900029,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,399.0744426,v03,en,,,,,24.78742253,91.33608142
Dharmapasha,,,,BD60900032,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,273.9749847,v03,en,,,,,24.9442515,91.0637998
Dowarabazar,,,,BD60900033,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,274.8149244,v03,en,,,,,25.07164732,91.56119491
Jagannathpur,,,,BD60900047,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,368.6204096,v03,en,,,,,24.75016803,91.55672295
Jamalganj,,,,BD60900050,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,334.3963007,v03,en,,,,,24.95589373,91.20325709
Madhyanagar,,,,BD60900063,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,227.528396,v03,en,,,,,25.09020205,91.0132659
Shalla,,,,BD60900086,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,258.1238666,v03,en,,,,,24.68747144,91.25886283
Shantiganj,,,,BD60900087,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,311.5133196,v03,en,,,,,24.9123799,91.40777623
Sunamganj Sadar,,,,BD60900089,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,276.4898426,v03,en,,,,,25.0538758,91.39998186
Tahirpur,,,,BD60900092,Sunamganj,,,,BD6090,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,313.3322501,v03,en,,,,,25.12901357,91.16369632
Balaganj,,,,BD60910008,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,170.6470838,v03,en,,,,,24.68865059,91.82992075
Beanibazar,,,,BD60910017,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,246.4823892,v03,en,,,,,24.84934837,92.15957094
Bishwanath,,,,BD60910020,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,210.5466758,v03,en,,,,,24.83470762,91.72814054
Companiganj,,,,BD60910027,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,261.8657678,v03,en,,,,,25.0799183,91.77309913
Dakkhin Surma,,,,BD60910031,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,189.5989857,v03,en,,,,,24.81711992,91.87712889
Fenchuganj,,,,BD60910035,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,112.2623385,v03,en,,,,,24.69358233,91.96304017
Golapganj,,,,BD60910038,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,272.9970122,v03,en,,,,,24.81047474,92.01838458
Gowainghat,,,,BD60910041,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,486.019035,v03,en,,,,,25.08145524,91.95895822
Jaintapur,,,,BD60910053,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,268.8847794,v03,en,,,,,25.05799543,92.1045136
Kanaighat,,,,BD60910059,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,400.9834391,v03,en,,,,,24.9932219,92.21911505
Osmaninagar,,,,BD60910060,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,215.1423465,v03,en,,,,,24.70336209,91.73194607
Sylhet Sadar,,,,BD60910062,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,295.664378,v03,en,,,,,24.94433953,91.84586196
Zakiganj,,,,BD60910094,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,264.1026178,v03,en,,,,,24.92531685,92.36786009
Chattogram City Corporation,,,,BD20151600,Chattogram,,,,BD2015,Chattogram,,,,BD20,Bangladesh,,,,BD,21/05/23,,198.5423686,v03,en,,,,,22.34552085,91.80897271
Cumilla City Corporation,,,,BD20195000,Cumilla,,,,BD2019,Chattogram,,,,BD20,Bangladesh,,,,BD,21/05/23,,52.30877343,v03,en,,,,,23.43375045,91.1833508
Dhaka North City Corporation,,,,BD30262500,Dhaka,,,,BD3026,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,205.2949945,v03,en,,,,,23.82077798,90.40619118
Dhaka South City Corporation,,,,BD30262000,Dhaka,,,,BD3026,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,98.9366749,v03,en,,,,,23.72675466,90.43742437
Gazipur City Corporation,,,,BD30333300,Gazipur,,,,BD3033,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,319.6606354,v03,en,,,,,23.98319059,90.38473992
Narayanganj City Corporation,,,,BD30674400,Narayanganj,,,,BD3067,Dhaka,,,,BD30,Bangladesh,,,,BD,21/05/23,,48.71364933,v03,en,,,,,23.65271449,90.51036212
Khulna City Corporation,,,,BD40473300,Khulna,,,,BD4047,Khulna,,,,BD40,Bangladesh,,,,BD,21/05/23,,46.61825313,v03,en,,,,,22.83731845,89.54114406
Rajshahi City Corporation,,,,BD50816600,Rajshahi,,,,BD5081,Rajshahi,,,,BD50,Bangladesh,,,,BD,21/05/23,,46.47686013,v03,en,,,,,24.38077324,88.60874761
Barishal City Corporation,,,,BD10065000,Barishal,,,,BD1006,Barishal,,,,BD10,Bangladesh,,,,BD,21/05/23,,58.49929341,v03,en,,,,,22.70206962,90.34233632
Mymensingh City Corporation,,,,BD45614000,Mymensingh,,,,BD4561,Mymensingh,,,,BD45,Bangladesh,,,,BD,21/05/23,,99.27615824,v03,en,,,,,24.74981075,90.40580762
Rangpur City Corporation,,,,BD55857500,Rangpur,,,,BD5585,Rangpur,,,,BD55,Bangladesh,,,,BD,21/05/23,,207.2954288,v03,en,,,,,25.7532263,89.24423406
Sylhet City Corporation,,,,BD60915000,Sylhet,,,,BD6091,Sylhet,,,,BD60,Bangladesh,,,,BD,21/05/23,,27.05226732,v03,en,,,,,24.89493179,91.87179483
