district_code,upazila_code,name_en,name_bn,lat,lng,source,is_verified
3059,30590044,Louhajang,,23.46915976,90.34353188,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3059,30590056,Munshiganj Sadar,,23.48746746,90.52607222,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3059,30590074,Sirajdikhan,,23.59764523,90.35802481,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3059,30590084,Sreenagar,,23.54637332,90.26358225,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3059,30590094,Tongibari,,23.47479103,90.45275509,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3067,30670002,Araihazar,,23.76432347,90.66936209,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3067,30670006,Bandar,,23.64094241,90.54550603,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3067,30670058,Narayanganj Sadar,,23.61270286,90.46967182,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3067,30670068,Rupganj,,23.81242547,90.54002928,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3067,30670004,Sonargaon,,23.67465419,90.59430133,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3068,30680007,Belabo,,24.10145744,90.84873217,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3068,30680052,Manohardi,,24.16079951,90.73076261,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
3068,30680060,Narsingdi Sadar,,23.86911891,90.70802254,HDX cod-ab-bgd v03 (OCHA admin boundaries; adm1/2/3 centroid lat/lon),true
